Complexity metrics,sábado, 4 dez 2021 22:17:09 GMT
Method,CogC,ev(G),iv(G),v(G)
"org.jabref.logic.net.URLDownloadTest.downloadToTemporaryFileKeepsName()",1,1,2,2
"org.jabref.logic.net.URLDownloadTest.downloadToTemporaryFilePathWithoutFileSavesAsTmpFile()",0,1,1,1
"org.jabref.logic.net.URLDownloadTest.testCheckConnectionFail()",0,1,1,1
"org.jabref.logic.net.URLDownloadTest.testCheckConnectionSuccess()",0,1,1,1
"org.jabref.logic.net.URLDownloadTest.testDetermineMimeType()",0,1,1,1
"org.jabref.logic.net.URLDownloadTest.testFileDownload()",1,1,2,2
"org.jabref.logic.net.URLDownloadTest.testStringDownload()",0,1,1,1
"org.jabref.logic.net.URLDownloadTest.testStringDownloadWithSetEncoding()",0,1,1,1
"org.jabref.logic.net.URLUtilTest.cleanGoogleSearchURL()",0,1,1,1
"org.jabref.logic.net.URLUtilTest.isURLshouldAcceptValidURL()",0,1,1,1
"org.jabref.logic.net.URLUtilTest.isURLshouldRejectInvalidURL()",0,1,1,1
"org.jabref.logic.openoffice.OOUtil.OOUtil()",0,1,1,1
"org.jabref.logic.openoffice.OOUtil.getProperty(Object,String)",0,1,1,1
"org.jabref.logic.openoffice.OOUtil.insertFullReferenceAtCurrentLocation(XText,XTextCursor,Layout,String,BibEntry,BibDatabase,String)",4,1,3,3
"org.jabref.logic.openoffice.OOUtil.insertOOFormattedTextAtCurrentLocation(XText,XTextCursor,String,String)",24,1,22,23
"org.jabref.logic.openoffice.OOUtil.insertParagraphBreak(XText,XTextCursor)",0,1,1,1
"org.jabref.logic.openoffice.OOUtil.insertTextAtCurrentLocation(XText,XTextCursor,String,List<Formatting>)",13,1,8,8
"org.jabref.logic.openoffice.OOUtil.insertTextAtCurrentLocation(XText,XTextCursor,String,String)",1,1,1,2
"org.jabref.logic.openoffice.OpenOfficeFileSearch.detectInstallations()",3,4,4,4
"org.jabref.logic.openoffice.OpenOfficeFileSearch.findLinuxOpenOfficeDirs()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficeFileSearch.findOSXOpenOfficeDirs()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficeFileSearch.findOpenOfficeDirectories(List<Path>)",4,1,4,4
"org.jabref.logic.openoffice.OpenOfficeFileSearch.findWindowsOpenOfficeDirs()",2,1,3,3
"org.jabref.logic.openoffice.OpenOfficePreferences.OpenOfficePreferences(String,String,boolean,boolean,List<String>,String)",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.clearConnectionSettings()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.clearCurrentStyle()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getCurrentStyle()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getExecutablePath()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getExternalStyles()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getInstallationPath()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getSyncWhenCiting()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.getUseAllDatabases()",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.setCurrentStyle(String)",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.setExecutablePath(String)",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.setExternalStyles(List<String>)",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.setSyncWhenCiting(boolean)",0,1,1,1
"org.jabref.logic.openoffice.OpenOfficePreferences.setUseAllDatabases(Boolean)",0,1,1,1
"org.jabref.logic.openoffice.UndefinedBibtexEntry.UndefinedBibtexEntry(String)",0,1,1,1
"org.jabref.logic.openoffice.UndefinedBibtexEntry.getKey()",0,1,1,1
"org.jabref.logic.openoffice.UndefinedParagraphFormatException.UndefinedParagraphFormatException(String)",0,1,1,1
"org.jabref.logic.openoffice.UndefinedParagraphFormatException.getFormatName()",0,1,1,1
"org.jabref.logic.openoffice.action.EditInsert.EditInsert()",0,1,1,1
"org.jabref.logic.openoffice.action.EditInsert.insertCitationGroup(XTextDocument,OOFrontend,XTextCursor,List<BibEntry>,BibDatabase,OOBibStyle,CitationType,String)",4,1,4,4
"org.jabref.logic.openoffice.action.EditInsert.insertEntryGetCitationKey(BibEntry)",1,2,1,2
"org.jabref.logic.openoffice.action.EditMerge.EditMerge()",0,1,1,1
"org.jabref.logic.openoffice.action.EditMerge.JoinableGroupData.JoinableGroupData(List<CitationGroup>,XTextCursor)",0,1,1,1
"org.jabref.logic.openoffice.action.EditMerge.ScanState.ScanState()",0,1,1,1
"org.jabref.logic.openoffice.action.EditMerge.ScanState.reset()",0,1,1,1
"org.jabref.logic.openoffice.action.EditMerge.addToCurrentGroup(ScanState,CitationGroup,XTextRange)",3,2,4,4
"org.jabref.logic.openoffice.action.EditMerge.checkAddToGroup(ScanState,CitationGroup,XTextRange)",24,12,11,17
"org.jabref.logic.openoffice.action.EditMerge.mergeCitationGroups(XTextDocument,OOFrontend,OOBibStyle)",1,1,2,2
"org.jabref.logic.openoffice.action.EditMerge.scan(XTextDocument,OOFrontend)",11,2,6,8
"org.jabref.logic.openoffice.action.EditSeparate.EditSeparate()",0,1,1,1
"org.jabref.logic.openoffice.action.EditSeparate.separateCitations(XTextDocument,OOFrontend,List<BibDatabase>,OOBibStyle)",5,3,3,4
"org.jabref.logic.openoffice.action.ExportCited.ExportCited()",0,1,1,1
"org.jabref.logic.openoffice.action.ExportCited.GenerateDatabaseResult.GenerateDatabaseResult(List<String>,BibDatabase)",0,1,1,1
"org.jabref.logic.openoffice.action.ExportCited.generateDatabase(XTextDocument,List<BibDatabase>)",8,3,4,4
"org.jabref.logic.openoffice.action.ManageCitations.ManageCitations()",0,1,1,1
"org.jabref.logic.openoffice.action.ManageCitations.applyCitationEntries(XTextDocument,List<CitationEntry>)",0,1,1,1
"org.jabref.logic.openoffice.action.ManageCitations.getCitationEntries(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.SyncOptions.SyncOptions(List<BibDatabase>)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.SyncOptions.setAlwaysAddCitedOnPages(boolean)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.SyncOptions.setUpdateBibliography(boolean)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.Update()",0,1,1,1
"org.jabref.logic.openoffice.action.Update.resyncDocument(XTextDocument,OOBibStyle,FunctionalTextViewCursor,SyncOptions)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.synchronizeDocument(XTextDocument,OOFrontend,OOBibStyle,FunctionalTextViewCursor,SyncOptions)",0,1,1,1
"org.jabref.logic.openoffice.action.Update.updateDocument(XTextDocument,OOFrontend,List<BibDatabase>,OOBibStyle,FunctionalTextViewCursor,boolean,boolean)",4,1,5,5
"org.jabref.logic.openoffice.backend.Backend52.Backend52()",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.applyCitationEntries(XTextDocument,List<CitationEntry>)",6,2,3,5
"org.jabref.logic.openoffice.backend.Backend52.cleanFillCursorForCitationGroup(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.combinePageInfos(List<CitationGroup>)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.combinePageInfosCommon(OODataModel,List<CitationGroup>)",3,2,2,4
"org.jabref.logic.openoffice.backend.Backend52.createCitationGroup(XTextDocument,List<String>,List<Optional<OOText>>,CitationType,XTextCursor,boolean)",16,4,5,10
"org.jabref.logic.openoffice.backend.Backend52.findUnusedJabrefPropertyNames(XTextDocument,List<String>)",3,1,3,3
"org.jabref.logic.openoffice.backend.Backend52.getCitationEntries(XTextDocument,CitationGroups)",6,2,3,5
"org.jabref.logic.openoffice.backend.Backend52.getFillCursorForCitationGroup(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.getJabRefReferenceMarkNames(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.getMarkRange(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.getNamedRangeOrThrow(CitationGroup)",1,2,1,2
"org.jabref.logic.openoffice.backend.Backend52.getPageInfoFromData(CitationGroup)",1,2,2,2
"org.jabref.logic.openoffice.backend.Backend52.getRawCursorForCitationGroup(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.healthReport(XTextDocument)",1,2,2,2
"org.jabref.logic.openoffice.backend.Backend52.readCitationGroupFromDocumentOrThrow(XTextDocument,String)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.removeCitationGroup(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.Backend52.setPageInfoInDataInitial(List<Citation>,Optional<OOText>)",1,1,2,2
"org.jabref.logic.openoffice.backend.Codec52.Codec52()",0,1,1,1
"org.jabref.logic.openoffice.backend.Codec52.ParsedMarkName.ParsedMarkName(String,CitationType,List<String>)",0,1,1,1
"org.jabref.logic.openoffice.backend.Codec52.citationTypeFromInt(int)",1,1,1,4
"org.jabref.logic.openoffice.backend.Codec52.citationTypeToInt(CitationType)",1,1,1,4
"org.jabref.logic.openoffice.backend.Codec52.filterIsJabRefReferenceMarkName(List<String>)",0,1,1,1
"org.jabref.logic.openoffice.backend.Codec52.getUniqueMarkName(Set<String>,List<String>,CitationType)",1,1,1,2
"org.jabref.logic.openoffice.backend.Codec52.isJabRefReferenceMarkName(String)",0,1,1,1
"org.jabref.logic.openoffice.backend.Codec52.parseMarkName(String)",1,2,2,2
"org.jabref.logic.openoffice.backend.GetContext.GetContext()",0,1,1,1
"org.jabref.logic.openoffice.backend.GetContext.getCursorStringWithContext(XTextCursor,int,int,boolean)",15,6,8,10
"org.jabref.logic.openoffice.backend.NamedRangeManagerReferenceMark.createNamedRange(XTextDocument,String,XTextCursor,boolean,boolean)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeManagerReferenceMark.getNamedRangeFromDocument(XTextDocument,String)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeManagerReferenceMark.getUsedNames(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.NamedRangeReferenceMark(String)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.checkFillCursor(XTextCursor)",6,5,5,5
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.cleanFillCursor(XTextDocument)",9,4,6,12
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.create(XTextDocument,String,XTextCursor,boolean,boolean)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.createReprInDocument(XTextDocument,String,XTextCursor,boolean,boolean)",2,1,2,3
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getFillCursor(XTextDocument)",19,9,9,12
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getFromDocument(XTextDocument,String)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getId()",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getMarkRange(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getRangeName()",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.getRawCursor(XTextDocument)",2,2,3,3
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.removeFromDocument(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.backend.NamedRangeReferenceMark.safeInsertSpacesBetweenReferenceMarks(XTextRange,int)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.OOFrontend(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.applyCitationEntries(XTextDocument,List<CitationEntry>)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.bibliographyRanges(XTextDocument)",1,1,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.checkRangeOverlaps(XTextDocument,List<RangeForOverlapCheck<CitationGroupId>>,boolean,int)",1,2,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.checkRangeOverlapsWithCursor(XTextDocument,List<RangeForOverlapCheck<CitationGroupId>>,boolean)",1,2,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.citationRanges(XTextDocument)",1,1,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.cleanFillCursorForCitationGroup(XTextDocument,CitationGroup)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.createCitationGroup(XTextDocument,List<String>,List<Optional<OOText>>,CitationType,XTextCursor,boolean)",1,2,1,2
"org.jabref.logic.openoffice.frontend.OOFrontend.createVisualSortInput(XTextDocument,boolean)",11,1,6,6
"org.jabref.logic.openoffice.frontend.OOFrontend.footnoteMarkRanges(XTextDocument,List<RangeForOverlapCheck<CitationGroupId>>)",5,4,2,4
"org.jabref.logic.openoffice.frontend.OOFrontend.getCitationEntries(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.getCitationGroupsSortedWithinPartitions(XTextDocument,boolean)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.getDataModel()",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.getFillCursorForCitationGroup(XTextDocument,CitationGroup)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.getMarkRange(XTextDocument,CitationGroup)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.getVisuallySortedCitationGroups(XTextDocument,boolean,FunctionalTextViewCursor)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.healthReport(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.imposeGlobalOrder(XTextDocument,FunctionalTextViewCursor)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.rangeOverlapsToMessage(List<RangeOverlap<RangeForOverlapCheck<CitationGroupId>>>)",4,2,5,6
"org.jabref.logic.openoffice.frontend.OOFrontend.readCitationGroupsFromDocument(Backend52,XTextDocument,List<String>)",1,1,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.removeCitationGroup(CitationGroup,XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.OOFrontend.removeCitationGroups(List<CitationGroup>,XTextDocument)",1,1,2,2
"org.jabref.logic.openoffice.frontend.OOFrontend.viewCursorRanges(XTextDocument)",1,1,2,2
"org.jabref.logic.openoffice.frontend.RangeForOverlapCheck.RangeForOverlapCheck(XTextRange,T,int,String)",0,1,1,1
"org.jabref.logic.openoffice.frontend.RangeForOverlapCheck.format()",0,1,1,1
"org.jabref.logic.openoffice.frontend.RangeForOverlapCheck.getRange()",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography.UpdateBibliography()",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography.clearBibTextSectionContent2(XTextDocument)",2,2,2,2
"org.jabref.logic.openoffice.frontend.UpdateBibliography.createBibTextSection2(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography.getBibliographyRange(XTextDocument)",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography.populateBibTextSection(XTextDocument,OOFrontend,CitedKeys,OOBibStyle,boolean)",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateBibliography.rebuildBibTextSection(XTextDocument,OOFrontend,CitedKeys,OOBibStyle,boolean)",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateCitationMarkers.UpdateCitationMarkers()",0,1,1,1
"org.jabref.logic.openoffice.frontend.UpdateCitationMarkers.applyNewCitationMarkers(XTextDocument,OOFrontend,OOBibStyle)",6,3,5,5
"org.jabref.logic.openoffice.frontend.UpdateCitationMarkers.createAndFillCitationGroup(OOFrontend,XTextDocument,List<String>,List<Optional<OOText>>,CitationType,OOText,XTextCursor,OOBibStyle,boolean)",2,2,2,3
"org.jabref.logic.openoffice.frontend.UpdateCitationMarkers.fillCitationMarkInCursor(XTextDocument,XTextCursor,OOText,boolean,OOBibStyle)",2,1,2,2
"org.jabref.logic.openoffice.style.OOBibStyle.OOBibStyle(File,LayoutFormatterPreferences,Charset)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.OOBibStyle(String,LayoutFormatterPreferences)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.addJournal(String)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.compareTo(OOBibStyle)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.createAuthorList(String,int,String,String)",9,1,8,8
"org.jabref.logic.openoffice.style.OOBibStyle.createCitationMarker(List<CitationMarkerEntry>,boolean,NonUniqueCitationMarker)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.decorateCitationMarker(OOText)",1,1,2,2
"org.jabref.logic.openoffice.style.OOBibStyle.ensureUpToDate()",1,1,2,2
"org.jabref.logic.openoffice.style.OOBibStyle.equals(Object)",3,3,5,6
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorFieldNames()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorLastName(AuthorList,int)",1,1,2,2
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorLastSeparator()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorLastSeparatorInTextWithFallBack()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorNameMarkupAfter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorNameMarkupBefore()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorNamesListMarkupAfter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorNamesListMarkupBefore()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorSeparator()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorYearInTextMarker(List<BibEntry>,Map<BibEntry, BibDatabase>,String[],int[])",15,3,6,10
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorYearParenthesisMarker(List<BibEntry>,Map<BibEntry, BibDatabase>,String[],int[])",14,3,5,9
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorsPartMarkupAfter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getAuthorsPartMarkupBefore()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBibLayout()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBooleanCitProperty(String)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketAfter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketAfterInList()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketAfterInListWithFallBack()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketBefore()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketBeforeInList()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getBracketBeforeInListWithFallBack()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getCitProperties()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationCharacterFormat()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationGroupMarkupAfter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationGroupMarkupBefore()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationMarker(List<BibEntry>,Map<BibEntry, BibDatabase>,boolean,String[],int[])",36,2,13,15
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationMarkerField(BibEntry,BibDatabase,String)",8,4,6,6
"org.jabref.logic.openoffice.style.OOBibStyle.getCitationSeparator()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getDefaultBibLayout()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getEtAlString()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getFieldFormatter()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getFile()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getFormattedBibliographyTitle()",1,1,2,2
"org.jabref.logic.openoffice.style.OOBibStyle.getGroupedNumbersSeparator()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getIntCitProperty(String)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getIsDefaultLayoutPresent()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getItalicEtAl()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getJournals()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getLocalCopy()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getMaxAuthors()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getMaxAuthorsFirst()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getMinimumGroupingCount()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getMultiCiteChronological()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getName()",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getNormalizedCitationMarker(CitationMarkerNormEntry)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getNumCitationMarker(List<Integer>,int,boolean)",46,1,18,19
"org.jabref.logic.openoffice.style.OOBibStyle.getNumCitationMarker2(List<CitationMarkerNumericEntry>)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getNumCitationMarker2(List<CitationMarkerNumericEntry>,int)",0,1,1,1
"org.jabref.logic.openoffice.style.OOBibStyle.getNumCitationMarkerForBibliography(CitationMarkerNumericBibEntry)",0,1,1,1
